estado_civil,modalidad_admision,carrera,turno,genero,internacional,beca,desplazado,pagos_al_dia,nivel_educ_padre,nivel_educ_madre,ocupacion_padre,ocupacion_madre,inscritas_1er_sem,nota_1er_sem,aprobadas_1er_sem,inscritas_2do_sem,nota_2do_sem,aprobadas_2do_sem,resultado
1,1,9238,1,0,0,1,0,1,2,2,3,3,6,12.333333333333334,5,6,12.833333333333334,6,Graduado
1,2,9254,1,0,0,1,0,1,2,2,3,2,6,13.666666666666666,6,6,14.166666666666666,6,Graduado
1,1,9500,1,0,0,1,1,1,2,2,3,3,8,11.833333333333334,6,8,11.833333333333334,6,Matriculado
1,1,9773,1,0,0,1,1,1,2,3,2,1,6,14.0,4,6,11.0,3,Matriculado
1,1,9130,1,0,0,0,0,1,2,2,3,3,5,14.714285714285714,5,5,15.8,5,Graduado
1,2,9991,0,0,0,0,0,1,2,2,3,3,5,10.6,5,5,11.0,5,Abandono
1,1,9500,1,0,0,0,1,1,2,3,2,1,7,13.044444444444444,7,8,13.595,8,Graduado
2,5,9254,1,0,0,0,0,1,3,3,1,1,6,0.0,0,6,0.0,0,Abandono
1,2,9130,1,0,0,0,1,1,3,3,1,1,6,13.0,5,11,12.9,10,Abandono
1,1,9500,1,0,0,0,1,1,2,2,3,3,8,14.935,8,8,14.935,8,Graduado
1,1,171,1,0,0,0,1,1,2,2,3,3,0,0.0,0,0,0.0,0,Matriculado
1,1,9500,1,0,0,0,0,1,2,2,2,2,7,13.133333333333333,6,8,12.221428571428572,7,Graduado
1,5,9238,1,0,0,1,0,1,3,2,1,2,6,12.0,6,6,12.0,6,Graduado
1,1,171,1,1,0,1,1,1,2,3,3,1,0,0.0,0,0,0.0,0,Matriculado
1,1,9070,1,1,0,0,1,1,3,3,1,1,6,11.4,5,6,10.0,1,Matriculado
1,4,9070,1,1,0,0,0,1,3,3,1,1,6,0.0,0,6,0.0,0,Matriculado
4,4,9500,1,1,0,0,1,1,3,3,1,1,7,11.9,5,8,11.0,5,Abandono
1,1,171,1,1,0,1,1,1,2,2,2,2,0,0.0,0,0,0.0,0,Graduado
1,5,9003,1,1,0,0,1,1,2,2,3,2,6,12.571428571428571,6,6,12.428571428571429,6,Graduado
1,1,9147,1,1,0,0,0,1,2,3,3,1,5,11.2,5,5,10.75,4,Abandono
1,2,9254,1,1,0,0,0,1,2,2,3,2,6,12.0,6,6,10.8,5,Matriculado
1,1,9147,1,1,0,0,0,1,2,2,3,3,5,0.0,0,5,0.0,0,Matriculado
1,1,9500,1,1,0,0,0,1,2,2,2,3,7,11.975,7,8,13.75,8,Graduado
1,1,171,1,1,0,0,1,1,2,2,2,2,0,0.0,0,0,0.0,0,Abandono
1,1,9254,1,1,0,0,1,1,2,2,3,3,6,11.666666666666666,3,6,12.0,1,Abandono
1,1,9773,1,1,0,0,1,1,2,2,3,3,6,12.333333333333334,6,6,12.333333333333334,3,Graduado
1,1,9147,1,1,0,0,1,1,2,2,2,2,5,10.333333333333334,3,5,10.857142857142858,3,Abandono
1,1,9254,1,1,0,1,1,1,2,2,3,2,6,10.5,4,6,11.0,1,Abandono
1,1,9773,1,1,0,1,1,1,2,3,2,1,6,13.666666666666666,6,6,13.333333333333334,6,Graduado
1,1,9500,1,1,0,1,0,1,2,2,3,3,7,14.842857142857142,7,8,15.055555555555555,8,Graduado
2,2,8014,0,1,0,0,0,1,2,2,3,3,6,12.0,6,6,11.666666666666666,6,Graduado
1,1,9853,1,1,0,0,1,1,2,2,2,2,6,12.2,5,6,12.2,5,Abandono
1,2,9991,0,1,0,0,1,1,3,3,1,1,1,0.0,0,5,0.0,0,Abandono
1,2,9003,1,1,0,0,0,1,3,3,1,1,12,12.166666666666666,6,12,13.3,10,Abandono
1,1,9254,1,1,0,0,0,1,2,2,2,2,5,12.0,5,5,11.333333333333334,3,Matriculado
2,2,8014,0,0,0,0,1,1,2,2,3,3,6,11.0,6,6,11.0,5,Graduado
1,4,9500,1,0,0,1,1,1,2,2,3,3,8,13.08,7,8,13.08,7,Graduado
1,2,9670,1,0,0,1,0,1,2,3,2,1,5,10.5,4,5,11.6,5,Graduado
1,1,9070,1,1,0,0,1,1,2,2,3,2,6,10.666666666666666,6,6,11.2,5,Graduado
1,1,9147,1,1,0,0,1,1,2,2,3,3,5,14.0,4,5,13.8,5,Matriculado
1,4,9119,1,1,0,0,1,1,2,2,2,3,5,10.0,2,5,0.0,0,Matriculado
1,2,9500,1,1,0,0,0,1,3,3,1,1,7,0.0,0,7,0.0,0,Abandono
1,1,9773,1,0,1,0,1,0,3,2,1,2,6,14.0,6,6,13.5,6,Graduado
1,3,9130,1,0,1,0,0,1,3,3,1,1,6,12.0,2,6,0.0,0,Abandono
2,2,9853,1,0,0,0,0,1,6,2,5,3,6,12.666666666666666,3,6,0.0,0,Abandono
2,2,8014,0,0,0,0,0,1,2,2,2,3,8,11.875,8,6,12.333333333333334,6,Graduado
1,3,9119,1,1,1,0,1,1,3,2,1,3,5,14.0,5,5,13.25,3,Matriculado
1,1,9773,1,0,0,0,1,1,3,2,1,3,6,13.666666666666666,6,6,13.333333333333334,6,Graduado
1,1,9500,1,0,0,1,1,1,2,2,3,3,7,13.75,7,8,14.47777777777778,8,Graduado
1,1,9085,1,0,0,0,1,1,3,3,1,1,5,14.2,5,5,13.8,5,Matriculado
1,1,9500,1,0,0,0,1,0,3,3,1,1,7,11.96,4,7,0.0,0,Abandono
1,5,9085,1,0,0,0,0,1,2,2,3,3,10,12.875,8,9,13.4,5,Abandono
1,1,171,1,0,0,0,1,1,3,3,1,1,0,0.0,0,0,0.0,0,Graduado
2,2,8014,0,0,0,0,1,1,2,2,3,3,6,0.0,0,6,0.0,0,Abandono
4,2,9003,1,0,0,0,0,1,2,2,3,3,18,14.63157894736842,18,13,14.23076923076923,13,Graduado
1,1,9853,1,0,0,0,1,1,2,2,2,2,6,0.0,0,6,0.0,0,Abandono
1,4,9070,1,0,0,0,0,1,3,3,1,1,10,13.0,10,11,12.272727272727272,11,Graduado
1,1,9238,1,0,0,0,1,1,2,2,3,3,6,0.0,0,6,0.0,0,Abandono
1,1,9085,1,0,0,0,1,1,3,3,1,1,6,14.2,4,6,13.25,4,Abandono
1,1,9500,1,0,0,0,1,1,3,3,1,1,7,13.266666666666666,6,7,12.3,5,Abandono
1,1,9853,1,0,0,0,1,1,3,2,1,2,7,11.666666666666666,6,7,13.0,3,Matriculado
1,1,9238,1,0,0,0,1,1,2,2,3,3,6,13.857142857142858,6,6,15.0,6,Graduado
1,1,9147,1,0,0,1,1,1,2,3,3,1,5,13.0,3,5,11.0,3,Matriculado
1,1,9085,1,0,0,0,1,1,2,2,2,2,5,13.4,5,5,12.8,5,Graduado
1,1,9773,1,0,0,0,1,1,2,3,3,1,6,12.666666666666666,6,6,12.571428571428571,6,Graduado
1,1,9500,1,0,0,0,1,1,2,2,3,3,7,12.516666666666666,6,7,12.516666666666666,6,Abandono
1,4,9500,1,0,0,0,0,1,2,2,3,3,7,11.616666666666667,6,7,13.0,7,Matriculado
1,1,9238,1,0,0,1,1,1,2,2,3,2,6,10.0,2,6,10.75,4,Matriculado
1,1,9147,1,0,0,0,0,1,2,2,2,2,5,10.333333333333334,3,5,10.666666666666666,3,Matriculado
1,1,9085,1,0,0,0,0,1,2,2,3,3,5,13.142857142857142,5,5,11.4,5,Graduado
1,1,9147,1,0,0,0,0,1,2,3,2,1,5,12.6,5,5,14.0,5,Graduado
1,1,9254,1,0,0,0,1,1,3,3,1,1,6,11.0,3,6,11.0,2,Abandono
1,1,9147,1,0,0,0,1,1,2,2,2,2,5,10.8,5,5,11.25,4,Graduado
1,1,171,1,0,0,0,0,1,2,3,2,1,0,0.0,0,0,0.0,0,Abandono
1,1,9670,1,0,0,1,0,1,2,2,3,3,5,12.8,5,5,14.2,5,Graduado
1,1,9085,1,0,0,0,1,1,2,2,3,2,6,14.166666666666666,6,6,12.2,6,Graduado
1,1,9556,1,0,0,0,1,1,3,3,1,1,7,12.1,5,7,0.0,0,Abandono
1,5,9085,1,0,0,0,1,1,2,2,3,3,6,14.166666666666666,6,6,13.77777777777778,5,Graduado
1,1,9853,1,0,0,1,1,1,2,2,3,2,6,12.8,5,6,13.4,5,Matriculado
1,1,9238,1,0,0,0,1,1,6,3,3,1,6,13.0,6,6,13.666666666666666,6,Graduado
1,1,9500,1,0,0,0,1,1,2,3,3,1,7,13.467142857142855,7,8,15.011111111111113,8,Graduado
1,1,9500,1,0,0,1,1,1,2,2,2,2,7,13.2375,7,8,13.742857142857144,7,Abandono
1,1,9070,1,0,0,0,1,1,2,2,3,3,6,12.333333333333334,6,6,13.0,6,Graduado
1,1,9147,1,0,0,0,1,1,2,3,2,1,5,12.4,5,5,14.6,5,Graduado
1,1,9500,1,0,0,0,1,1,2,3,2,1,7,14.0,5,7,0.0,0,Abandono
1,4,9238,1,0,0,0,0,1,2,2,3,3,9,11.666666666666666,9,7,11.714285714285714,7,Graduado
1,1,9670,1,0,0,1,0,0,2,3,3,1,6,12.0,5,6,12.5,4,Abandono
1,1,9670,1,0,0,0,1,1,2,2,2,2,5,12.2,4,5,11.5,4,Graduado
1,1,9773,1,0,0,1,0,1,3,3,1,1,6,14.833333333333334,6,6,14.833333333333334,6,Graduado
1,1,9500,1,0,0,1,0,1,3,2,1,2,7,13.188,5,8,12.892857142857142,7,Matriculado
1,1,9500,1,0,0,0,0,1,3,2,1,2,7,17.125,7,8,17.5875,8,Graduado
1,1,9500,1,0,0,0,1,1,2,2,3,3,7,12.666666666666666,6,7,12.666666666666666,6,Graduado
1,1,9773,1,0,0,1,1,1,3,2,1,2,6,12.666666666666666,6,6,12.0,5,Graduado
1,4,9147,1,0,0,0,1,0,3,3,1,1,5,0.0,0,5,0.0,0,Matriculado
1,1,9238,1,0,0,1,1,1,2,3,1,1,6,11.333333333333334,6,6,11.5,6,Graduado
1,1,9500,1,0,0,1,1,1,2,2,2,2,7,13.605,7,8,12.33125,8,Graduado
1,1,9853,1,0,0,1,1,1,2,2,3,3,6,12.0,5,6,10.8,5,Graduado
1,1,9254,1,0,0,0,1,1,2,2,2,1,5,0.0,0,5,0.0,0,Abandono
1,1,9254,1,0,0,0,1,1,2,3,3,1,6,11.2,5,6,11.666666666666666,3,Abandono
1,1,9147,1,0,0,0,0,1,2,3,2,1,5,13.375,5,5,14.166666666666666,5,Graduado
1,1,9500,1,0,0,1,0,1,2,3,2,1,7,13.863333333333337,6,8,14.178571428571429,7,Graduado
1,1,171,1,0,0,0,1,1,2,3,3,1,0,0.0,0,0,0.0,0,Matriculado
1,1,9085,1,0,0,0,0,1,2,3,3,1,5,12.4,5,5,13.4,5,Graduado
1,1,9853,1,0,0,0,1,1,2,2,3,3,6,12.333333333333334,3,6,10.833333333333334,5,Matriculado
1,1,9853,1,0,0,0,1,1,2,2,3,3,6,13.333333333333334,6,6,11.8,5,Graduado
1,4,9853,1,0,0,0,1,1,2,3,3,1,6,12.666666666666666,3,6,10.0,3,Abandono
1,1,9853,1,0,0,0,0,1,2,2,3,3,6,12.0,6,6,11.5,4,Abandono
1,1,9147,1,0,0,1,0,1,2,2,3,3,5,10.6,5,5,11.8,5,Graduado
1,1,9238,1,0,0,1,1,1,2,3,3,1,6,12.25,6,6,11.857142857142858,6,Graduado
1,1,9238,1,0,0,0,1,1,3,2,1,2,6,11.0,4,6,11.833333333333334,6,Graduado
1,2,8014,0,0,0,1,0,1,2,3,2,1,6,11.0,5,6,12.6,5,Graduado
1,1,9670,1,0,0,0,0,1,3,2,1,2,6,13.166666666666666,6,6,13.0,6,Abandono
1,1,9500,1,0,0,1,1,1,2,2,3,2,7,12.855555555555554,7,8,12.761111111111113,7,Graduado
1,1,9500,1,0,0,0,1,1,2,2,2,2,7,14.91875,7,8,15.355,8,Graduado
1,1,9853,1,0,0,0,1,1,2,2,1,1,6,11.5,4,6,11.0,3,Abandono
1,1,9670,1,0,0,0,0,1,2,3,2,1,5,14.2,5,5,14.2,5,Graduado
1,1,9773,1,0,0,1,0,1,2,2,3,2,6,12.5,6,6,13.0,6,Graduado
3,2,9003,1,0,0,0,0,1,2,3,3,1,1,0.0,0,6,0.0,0,Matriculado
1,1,9238,1,0,0,0,0,1,2,2,2,2,6,11.666666666666666,5,6,11.0,4,Graduado
1,2,9500,1,0,0,0,0,1,3,3,1,1,8,14.257142857142856,7,8,14.257142857142856,7,Graduado
1,4,9238,1,0,0,0,1,1,2,2,2,2,6,12.0,3,6,11.333333333333334,2,Abandono
1,2,9085,1,0,0,0,1,1,2,2,2,3,5,11.25,4,5,10.5,4,Matriculado
1,1,9556,1,0,0,0,0,1,2,2,3,3,7,12.457142857142856,7,8,13.5625,8,Graduado
1,1,9500,1,0,0,0,1,1,2,3,3,1,7,11.683333333333332,6,7,11.683333333333332,6,Graduado
1,4,8014,0,0,0,0,0,1,3,2,1,2,6,11.666666666666666,3,6,12.0,5,Graduado
1,1,9254,1,0,0,0,1,0,2,2,3,3,6,11.75,4,6,13.166666666666666,6,Abandono
1,1,9670,1,0,0,1,1,1,2,2,3,3,5,11.666666666666666,3,5,13.5,4,Matriculado
1,2,9853,1,0,0,0,0,1,2,2,2,3,6,13.2,5,6,12.0,5,Graduado
1,1,9500,1,0,0,0,1,1,6,6,5,5,7,11.95,4,7,11.95,4,Abandono
1,1,9853,1,0,0,0,1,1,2,2,2,3,6,12.4,5,6,10.4,5,Abandono
1,5,9500,1,0,0,0,0,1,3,3,1,1,7,14.35,6,8,14.583333333333334,6,Abandono
1,4,9853,1,0,0,0,1,1,3,3,1,1,21,12.61904761904762,21,19,12.789473684210526,19,Graduado
1,5,9991,0,0,0,1,0,1,2,2,2,3,6,12.666666666666666,6,6,13.166666666666666,6,Matriculado
1,2,9773,1,0,0,0,0,0,2,2,2,2,6,12.0,5,6,0.0,0,Abandono
1,1,9070,1,0,0,0,1,0,2,3,3,1,6,12.166666666666666,6,6,0.0,0,Abandono
1,1,9254,1,0,0,0,0,1,2,3,2,1,6,0.0,0,6,0.0,0,Abandono
1,1,9147,1,0,0,0,1,0,3,3,1,1,5,10.0,3,5,10.571428571428571,3,Abandono
1,4,9238,1,0,0,0,0,0,2,3,3,1,10,11.5,8,6,10.0,4,Matriculado
1,1,9500,1,0,0,1,1,1,3,2,1,3,7,13.05,6,7,13.05,6,Graduado
1,2,9085,1,0,0,0,1,1,2,3,2,1,6,11.0,2,6,0.0,0,Abandono
1,1,9070,1,0,0,0,1,1,3,3,1,1,6,11.5,6,6,12.0,6,Graduado
1,1,9254,1,0,0,1,0,1,2,2,3,2,6,12.0,6,6,12.5,6,Graduado
1,1,8014,0,0,0,0,0,1,2,3,3,1,6,10.0,2,5,10.0,1,Matriculado
1,2,9147,1,0,0,0,1,1,3,2,1,1,5,0.0,0,5,0.0,0,Abandono
1,4,9853,1,0,0,0,0,1,3,3,1,1,6,0.0,0,6,0.0,0,Abandono
1,1,9500,1,0,0,0,1,1,2,2,3,3,8,12.242857142857144,7,8,12.242857142857144,7,Graduado
1,2,9991,0,0,0,0,1,1,3,2,1,2,5,0.0,0,5,0.0,0,Abandono
1,1,9500,1,0,0,0,1,1,2,2,3,3,8,12.93375,8,8,12.93375,8,Graduado
1,5,9119,1,0,0,0,0,1,3,3,1,1,5,0.0,0,5,0.0,0,Abandono
1,1,9853,1,0,0,0,0,1,2,2,2,2,7,12.571428571428571,7,7,14.428571428571429,7,Graduado
1,2,9500,1,0,0,0,0,1,3,3,1,1,3,11.816666666666668,3,3,11.333333333333334,3,Matriculado
1,1,9085,1,0,0,0,1,1,3,3,1,1,5,13.75,4,5,14.333333333333334,4,Graduado
1,1,9238,1,0,0,0,1,1,2,2,2,2,6,11.166666666666666,6,6,11.333333333333334,6,Graduado
1,1,9500,1,0,0,0,1,1,2,2,2,2,8,12.324285714285711,7,8,12.324285714285711,7,Graduado
1,5,9238,1,0,0,0,0,1,2,2,3,3,6,12.166666666666666,6,6,11.714285714285714,6,Graduado
1,1,9238,1,0,0,1,0,1,2,2,3,2,6,11.142857142857142,5,6,11.25,4,Graduado
1,1,9238,1,0,0,0,1,1,6,6,5,5,6,11.0,4,6,10.75,4,Graduado
1,1,9500,1,0,0,0,1,1,2,2,3,2,8,12.914285714285713,7,8,12.914285714285713,7,Graduado
1,1,9773,1,0,0,1,1,1,2,3,2,1,6,13.833333333333334,6,6,14.166666666666666,6,Graduado
1,1,9085,1,0,0,0,1,1,3,2,1,2,6,13.857142857142858,6,6,13.4,5,Graduado
1,2,9254,1,0,0,1,0,1,2,3,2,1,6,13.714285714285714,6,6,12.8,5,Abandono
1,1,9500,1,0,0,1,1,1,3,2,1,3,8,12.642857142857142,7,8,12.642857142857142,7,Graduado
1,1,9500,1,0,0,1,0,1,2,2,3,3,7,12.916666666666666,6,7,12.916666666666666,6,Graduado
1,4,9130,1,0,0,1,1,1,3,3,1,1,6,15.625,6,6,15.857142857142858,6,Graduado
1,2,9991,0,0,0,1,0,1,2,2,3,3,5,0.0,0,5,0.0,0,Abandono
1,4,9773,1,0,0,0,0,1,3,3,1,1,6,11.714285714285714,6,6,12.0,6,Graduado
1,2,9556,1,0,0,0,0,1,3,3,1,1,7,12.125,6,8,13.3125,8,Matriculado
1,1,9147,1,0,0,1,1,1,3,2,1,2,5,11.6,5,5,11.6,5,Graduado
1,2,8014,0,0,0,0,1,1,2,2,3,2,6,10.0,1,6,0.0,0,Abandono
1,2,8014,0,0,0,1,0,1,2,3,2,1,6,10.0,1,6,0.0,0,Abandono
1,1,9085,1,0,0,0,0,1,2,2,3,2,5,0.0,0,5,13.5,2,Abandono
1,1,9147,1,0,0,1,0,1,2,2,3,3,5,13.0,4,5,12.333333333333334,3,Graduado
2,1,9853,1,0,0,1,0,1,2,2,3,3,6,13.333333333333334,6,6,14.5,6,Graduado
1,1,9254,1,0,0,0,1,1,3,3,1,1,6,11.25,4,6,12.5,2,Abandono
1,4,9500,1,0,0,1,0,1,3,2,1,2,7,13.85,5,8,12.19285714285714,7,Graduado
1,1,9500,1,0,0,1,1,1,2,3,3,1,7,13.741666666666667,6,8,14.9125,7,Graduado
2,5,9991,0,0,0,0,0,1,3,4,1,3,6,15.333333333333334,6,5,15.8,5,Graduado
2,5,9147,1,0,0,0,0,1,3,3,1,1,5,11.0,5,5,13.8,5,Graduado
1,1,9238,1,0,0,1,0,1,3,3,1,1,6,12.0,6,6,12.857142857142858,6,Graduado
1,2,9670,1,0,0,0,1,1,6,6,5,5,5,0.0,0,5,0.0,0,Abandono
1,4,9500,1,0,0,1,1,1,3,3,1,1,8,11.571428571428571,7,8,11.571428571428571,7,Graduado
1,1,9254,1,0,0,0,1,1,2,3,3,1,6,12.857142857142858,6,6,12.666666666666666,3,Graduado
1,2,9254,1,0,0,0,0,1,2,2,2,2,6,0.0,0,6,0.0,0,Abandono
1,1,9670,1,0,0,0,0,1,3,3,1,1,5,13.0,5,5,13.2,5,Graduado
1,1,9254,1,0,0,1,0,1,2,3,3,1,6,11.0,5,6,12.0,5,Graduado
1,1,9147,1,0,0,0,0,1,3,2,1,3,5,12.0,3,5,15.0,1,Abandono
1,1,9238,1,0,0,1,0,1,2,2,3,3,6,12.6,5,6,13.0,6,Graduado
1,1,9853,1,0,0,1,0,1,2,2,2,2,6,13.4,5,6,13.166666666666666,6,Graduado
1,1,9238,1,0,0,1,0,1,2,2,3,3,6,11.333333333333334,6,6,11.571428571428571,6,Graduado
1,1,9130,1,0,0,0,1,0,3,2,1,2,5,13.5,4,5,14.25,4,Abandono
1,2,9085,1,0,0,0,0,0,2,2,2,2,6,11.75,3,6,10.333333333333334,3,Abandono
1,1,9500,1,0,0,0,1,1,3,3,1,1,7,12.471428571428572,6,7,11.4625,7,Matriculado
1,1,171,1,0,0,0,1,1,3,3,1,1,17,12.909090909090908,11,13,13.555555555555555,9,Matriculado
1,1,9147,1,0,0,1,1,1,2,2,2,3,5,11.6,5,5,13.6,5,Graduado
1,2,9147,1,0,0,0,0,0,3,2,1,3,5,0.0,0,5,0.0,0,Abandono
1,1,9147,1,0,0,1,0,1,2,2,2,3,10,12.9,9,10,12.363636363636363,10,Graduado
1,5,9500,1,0,0,0,0,1,2,2,3,2,8,13.22,8,8,13.22,8,Graduado
1,1,9500,1,0,0,1,1,1,2,2,3,2,8,13.151428571428571,7,8,13.151428571428571,7,Graduado
1,5,9003,1,0,0,0,0,0,2,2,3,3,6,12.75,3,6,11.333333333333334,3,Abandono
1,1,9254,1,0,0,0,1,1,2,2,3,2,6,11.333333333333334,6,6,12.25,4,Graduado
1,1,9670,1,0,0,1,1,1,3,2,1,2,6,13.25,6,6,14.142857142857142,5,Graduado
1,1,9070,1,0,0,0,1,1,2,2,3,2,6,12.4,5,6,12.4,5,Matriculado
1,1,9773,1,0,0,1,1,1,2,2,3,3,6,15.0,6,6,12.833333333333334,6,Abandono
1,1,9085,1,0,0,0,0,1,2,2,2,2,5,14.4,5,5,13.0,5,Graduado
1,1,9773,1,0,0,0,1,1,2,2,3,3,6,11.0,1,6,0.0,0,Matriculado
1,1,9147,1,0,0,0,0,1,3,3,1,1,5,12.4,5,5,10.8,5,Graduado
2,2,9556,1,0,0,1,1,0,2,2,3,3,7,16.0,1,7,0.0,0,Abandono
1,1,9991,0,0,0,0,0,1,2,2,3,3,5,13.571428571428571,5,5,12.333333333333334,5,Graduado
1,1,9070,1,0,0,0,0,1,2,2,3,3,6,11.833333333333334,6,6,12.5,6,Matriculado
1,1,9238,1,0,0,1,1,1,3,3,1,1,6,11.666666666666666,5,6,12.666666666666666,5,Graduado
1,4,9238,1,0,0,0,1,0,3,3,1,1,10,11.833333333333334,6,7,13.0,2,Abandono
1,1,9254,1,0,0,1,0,1,2,2,3,3,6,11.166666666666666,6,6,10.6,5,Graduado
1,2,8014,0,0,0,0,0,1,2,2,3,3,6,0.0,0,6,0.0,0,Abandono
1,4,9119,1,0,0,0,0,0,2,2,3,3,12,11.75,8,12,12.166666666666666,6,Abandono
1,1,9238,1,0,0,0,0,1,3,3,1,1,6,14.0,6,6,14.0,6,Graduado
1,1,9238,1,0,0,0,0,1,2,2,2,3,6,12.833333333333334,6,6,12.0,6,Graduado
1,1,9773,1,0,0,0,1,1,3,3,1,1,6,12.25,4,6,11.666666666666666,3,Graduado
1,1,9500,1,0,0,0,1,1,3,3,1,1,8,14.828571428571427,7,8,14.828571428571427,7,Graduado
1,1,9773,1,0,0,1,1,1,2,2,3,3,6,11.4,5,6,12.8,5,Graduado
